origin,hour,y_true,y_pred,model
2017-10-13,0,30.53,26.999089504891597,CTRL_shifted_load
2017-10-13,1,29.38,25.92736083952058,CTRL_shifted_load
2017-10-13,2,28.34,24.76965685952888,CTRL_shifted_load
2017-10-13,3,28.46,23.861931248034665,CTRL_shifted_load
2017-10-13,4,29.03,24.628509271683463,CTRL_shifted_load
2017-10-13,5,31.47,27.774518957652646,CTRL_shifted_load
2017-10-13,6,43.08,37.87056586841093,CTRL_shifted_load
2017-10-13,7,59.93,47.891875173694004,CTRL_shifted_load
2017-10-13,8,64.82,48.63625905431721,CTRL_shifted_load
2017-10-13,9,50.81,45.498189619996666,CTRL_shifted_load
2017-10-13,10,46.46,43.27773624705031,CTRL_shifted_load
2017-10-13,11,44.4,38.553975848851756,CTRL_shifted_load
2017-10-13,12,38.03,31.668455736950666,CTRL_shifted_load
2017-10-13,13,33.49,30.798474684855993,CTRL_shifted_load
2017-10-13,14,31.29,29.20026932696885,CTRL_shifted_load
2017-10-13,15,34.72,31.62820480825308,CTRL_shifted_load
2017-10-13,16,36.99,32.47157287070797,CTRL_shifted_load
2017-10-13,17,46.45,37.478385434672184,CTRL_shifted_load
2017-10-13,18,55.9,43.68101153739707,CTRL_shifted_load
2017-10-13,19,49.9,45.744107629865375,CTRL_shifted_load
2017-10-13,20,39.27,40.69656428806628,CTRL_shifted_load
2017-10-13,21,35.21,35.42517177043516,CTRL_shifted_load
2017-10-13,22,31.66,31.37727458596732,CTRL_shifted_load
2017-10-13,23,29.63,26.561914050050838,CTRL_shifted_load
2017-10-14,0,28.0,27.490604228072886,CTRL_shifted_load
2017-10-14,1,26.99,25.71283901769926,CTRL_shifted_load
2017-10-14,2,27.41,24.522678691837214,CTRL_shifted_load
2017-10-14,3,26.4,23.972150014642544,CTRL_shifted_load
2017-10-14,4,26.17,23.48818100823053,CTRL_shifted_load
2017-10-14,5,26.1,24.343375689232854,CTRL_shifted_load
2017-10-14,6,28.0,25.106523655138762,CTRL_shifted_load
2017-10-14,7,33.99,27.27559166261854,CTRL_shifted_load
2017-10-14,8,39.42,28.355937269568443,CTRL_shifted_load
2017-10-14,9,35.95,28.830146005772832,CTRL_shifted_load
2017-10-14,10,28.04,22.968302987098014,CTRL_shifted_load
2017-10-14,11,22.86,20.355000859650445,CTRL_shifted_load
2017-10-14,12,26.07,16.62083336712581,CTRL_shifted_load
2017-10-14,13,12.67,15.748924899380821,CTRL_shifted_load
2017-10-14,14,13.31,16.478907741535266,CTRL_shifted_load
2017-10-14,15,26.42,20.358677930424324,CTRL_shifted_load
2017-10-14,16,31.44,24.41015195354238,CTRL_shifted_load
2017-10-14,17,40.02,34.250019588776155,CTRL_shifted_load
2017-10-14,18,49.71,42.11462201976803,CTRL_shifted_load
2017-10-14,19,52.51,43.98432656992314,CTRL_shifted_load
2017-10-14,20,43.97,37.21945337401554,CTRL_shifted_load
2017-10-14,21,40.03,33.51872374231853,CTRL_shifted_load
2017-10-14,22,39.07,33.63245481543525,CTRL_shifted_load
2017-10-14,23,31.43,29.359407858982514,CTRL_shifted_load
2017-10-15,0,34.26,28.94949201957673,CTRL_shifted_load
2017-10-15,1,31.56,26.541370363292188,CTRL_shifted_load
2017-10-15,2,30.41,26.02671621715359,CTRL_shifted_load
2017-10-15,3,29.27,24.68812748388602,CTRL_shifted_load
2017-10-15,4,29.04,24.749140657193486,CTRL_shifted_load
2017-10-15,5,28.91,25.434393002944372,CTRL_shifted_load
2017-10-15,6,31.18,28.63403910175181,CTRL_shifted_load
2017-10-15,7,35.9,33.337989235940846,CTRL_shifted_load
2017-10-15,8,34.22,36.10650582660832,CTRL_shifted_load
2017-10-15,9,33.24,33.1764125018682,CTRL_shifted_load
2017-10-15,10,31.58,29.897104318224997,CTRL_shifted_load
2017-10-15,11,30.97,27.146651402065196,CTRL_shifted_load
