origin,hour,y_true,y_pred,model
2017-10-13,0,30.53,27.365243344373418,B5_reserve_margin
2017-10-13,1,29.38,25.879636307834375,B5_reserve_margin
2017-10-13,2,28.34,24.963347826733482,B5_reserve_margin
2017-10-13,3,28.46,24.095114422526134,B5_reserve_margin
2017-10-13,4,29.03,24.722214252597645,B5_reserve_margin
2017-10-13,5,31.47,27.741523017299965,B5_reserve_margin
2017-10-13,6,43.08,37.987975661674874,B5_reserve_margin
2017-10-13,7,59.93,48.18624143262166,B5_reserve_margin
2017-10-13,8,64.82,49.691556533674515,B5_reserve_margin
2017-10-13,9,50.81,46.039439866492664,B5_reserve_margin
2017-10-13,10,46.46,43.71439155468339,B5_reserve_margin
2017-10-13,11,44.4,39.43865575222881,B5_reserve_margin
2017-10-13,12,38.03,32.7944945148955,B5_reserve_margin
2017-10-13,13,33.49,30.330738028480123,B5_reserve_margin
2017-10-13,14,31.29,29.94377886422642,B5_reserve_margin
2017-10-13,15,34.72,30.240243812382875,B5_reserve_margin
2017-10-13,16,36.99,32.659137877301575,B5_reserve_margin
2017-10-13,17,46.45,38.25459328858391,B5_reserve_margin
2017-10-13,18,55.9,44.218018619917586,B5_reserve_margin
2017-10-13,19,49.9,46.10870940367097,B5_reserve_margin
2017-10-13,20,39.27,39.684925786888805,B5_reserve_margin
2017-10-13,21,35.21,35.4494509862677,B5_reserve_margin
2017-10-13,22,31.66,31.421040319515182,B5_reserve_margin
2017-10-13,23,29.63,27.367366650801,B5_reserve_margin
2017-10-14,0,28.0,27.431023491740383,B5_reserve_margin
2017-10-14,1,26.99,25.589230006562484,B5_reserve_margin
2017-10-14,2,27.41,24.528782503555796,B5_reserve_margin
2017-10-14,3,26.4,23.713824038134344,B5_reserve_margin
2017-10-14,4,26.17,23.578300860285534,B5_reserve_margin
2017-10-14,5,26.1,24.472576837674588,B5_reserve_margin
2017-10-14,6,28.0,25.376391683456585,B5_reserve_margin
2017-10-14,7,33.99,27.35126413596033,B5_reserve_margin
2017-10-14,8,39.42,29.033722072683407,B5_reserve_margin
2017-10-14,9,35.95,28.983185515558386,B5_reserve_margin
2017-10-14,10,28.04,24.04486249448461,B5_reserve_margin
2017-10-14,11,22.86,21.564213145240622,B5_reserve_margin
2017-10-14,12,26.07,17.246222209905863,B5_reserve_margin
2017-10-14,13,12.67,16.341031368077545,B5_reserve_margin
2017-10-14,14,13.31,16.670572497196346,B5_reserve_margin
2017-10-14,15,26.42,20.209405685816712,B5_reserve_margin
2017-10-14,16,31.44,24.487414910680975,B5_reserve_margin
2017-10-14,17,40.02,34.570262773119246,B5_reserve_margin
2017-10-14,18,49.71,42.16252265262239,B5_reserve_margin
2017-10-14,19,52.51,46.23620169620972,B5_reserve_margin
2017-10-14,20,43.97,38.03487007224112,B5_reserve_margin
2017-10-14,21,40.03,33.47119995241298,B5_reserve_margin
2017-10-14,22,39.07,33.82374926820148,B5_reserve_margin
2017-10-14,23,31.43,30.168591649789292,B5_reserve_margin
2017-10-15,0,34.26,29.128997074525746,B5_reserve_margin
2017-10-15,1,31.56,26.59604444422218,B5_reserve_margin
2017-10-15,2,30.41,26.148586195993115,B5_reserve_margin
2017-10-15,3,29.27,25.007313784134166,B5_reserve_margin
2017-10-15,4,29.04,24.875210899245364,B5_reserve_margin
2017-10-15,5,28.91,25.236117176919198,B5_reserve_margin
2017-10-15,6,31.18,28.405474849212286,B5_reserve_margin
2017-10-15,7,35.9,32.57639141677808,B5_reserve_margin
2017-10-15,8,34.22,35.86542399384144,B5_reserve_margin
2017-10-15,9,33.24,33.51490390880937,B5_reserve_margin
2017-10-15,10,31.58,30.533948724546168,B5_reserve_margin
2017-10-15,11,30.97,27.594738457294348,B5_reserve_margin
2017-10-15,12,22.77,24.271866318397475,B5_reserve_margin
2017-10-15,13,17.07,18.805609496818217,B5_reserve_margin
2017-10-15,14,22.44,16.856625067476045,B5_reserve_margin
2017-10-15,15,26.63,19.96477988660235,B5_reserve_margin
2017-10-15,16,28.03,23.848199414318323,B5_reserve_margin
2017-10-15,17,39.38,32.30600625679453,B5_reserve_margin
2017-10-15,18,45.05,39.168329128553886,B5_reserve_margin
2017-10-15,19,45.04,42.97066163645635,B5_reserve_margin
2017-10-15,20,31.75,36.60780177272998,B5_reserve_margin
2017-10-15,21,31.73,32.303926193670584,B5_reserve_margin
2017-10-15,22,29.09,30.881414584608557,B5_reserve_margin
2017-10-15,23,18.4,26.284424185596023,B5_reserve_margin
2017-10-16,0,22.99,20.83033634416506,B5_reserve_margin
2017-10-16,1,21.26,20.47049520745735,B5_reserve_margin
2017-10-16,2,21.86,20.358674090263253,B5_reserve_margin
2017-10-16,3,21.79,20.428360754494946,B5_reserve_margin
2017-10-16,4,22.93,21.983503341069557,B5_reserve_margin
2017-10-16,5,28.9,25.77991960737057,B5_reserve_margin
2017-10-16,6,42.0,38.02557483523406,B5_reserve_margin
2017-10-16,7,55.34,46.346965449286294,B5_reserve_margin
2017-10-16,8,51.65,47.10338647918573,B5_reserve_margin
2017-10-16,9,43.12,42.173503061953916,B5_reserve_margin
2017-10-16,10,37.3,37.56707399872646,B5_reserve_margin
2017-10-16,11,33.16,35.50148009517248,B5_reserve_margin
2017-10-16,12,32.26,32.825063461000546,B5_reserve_margin
2017-10-16,13,31.68,31.12235325428977,B5_reserve_margin
2017-10-16,14,40.56,34.16040854827668,B5_reserve_margin
2017-10-16,15,42.5,38.11295530823493,B5_reserve_margin
2017-10-16,16,44.62,43.40485850527118,B5_reserve_margin
2017-10-16,17,50.9,57.732184978480454,B5_reserve_margin
2017-10-16,18,63.47,67.03831878285537,B5_reserve_margin
2017-10-16,19,66.73,69.26710667455548,B5_reserve_margin
2017-10-16,20,45.95,45.526451739338576,B5_reserve_margin
2017-10-16,21,39.05,37.212103964011355,B5_reserve_margin
2017-10-16,22,34.07,32.452117886079265,B5_reserve_margin
2017-10-16,23,31.11,26.401005631108504,B5_reserve_margin
2017-10-17,0,28.95,29.01688118505109,B5_reserve_margin
2017-10-17,1,27.02,28.383077455435973,B5_reserve_margin
2017-10-17,2,26.99,26.91270092985272,B5_reserve_margin
