origin,hour,y_true,y_pred,model
2017-10-13,0,30.53,27.198834161342855,B1+B4
2017-10-13,1,29.38,26.646539100656568,B1+B4
2017-10-13,2,28.34,26.98347071890123,B1+B4
2017-10-13,3,28.46,24.969169401825546,B1+B4
2017-10-13,4,29.03,25.707377380804836,B1+B4
2017-10-13,5,31.47,30.980823414053386,B1+B4
2017-10-13,6,43.08,39.73747732110616,B1+B4
2017-10-13,7,59.93,51.779761196110684,B1+B4
2017-10-13,8,64.82,52.89021362385355,B1+B4
2017-10-13,9,50.81,50.264159245303375,B1+B4
2017-10-13,10,46.46,45.341424797914456,B1+B4
2017-10-13,11,44.4,38.86264412766058,B1+B4
2017-10-13,12,38.03,31.66953318205969,B1+B4
2017-10-13,13,33.49,30.055346071577734,B1+B4
2017-10-13,14,31.29,28.258852120586017,B1+B4
2017-10-13,15,34.72,30.841127601557716,B1+B4
2017-10-13,16,36.99,32.77148214464068,B1+B4
2017-10-13,17,46.45,38.61797387565488,B1+B4
2017-10-13,18,55.9,43.82584702056002,B1+B4
2017-10-13,19,49.9,46.41691183733669,B1+B4
2017-10-13,20,39.27,39.715979933727795,B1+B4
2017-10-13,21,35.21,35.947869298172414,B1+B4
2017-10-13,22,31.66,32.49135467850092,B1+B4
2017-10-13,23,29.63,27.388106111222267,B1+B4
2017-10-14,0,28.0,28.709739983990705,B1+B4
2017-10-14,1,26.99,26.10207341611448,B1+B4
2017-10-14,2,27.41,25.254432906770177,B1+B4
2017-10-14,3,26.4,24.277008791179572,B1+B4
2017-10-14,4,26.17,24.474671646993244,B1+B4
2017-10-14,5,26.1,25.47485709701287,B1+B4
2017-10-14,6,28.0,25.52987224945234,B1+B4
2017-10-14,7,33.99,27.44278554494049,B1+B4
2017-10-14,8,39.42,29.98706154241897,B1+B4
2017-10-14,9,35.95,30.42420678539352,B1+B4
2017-10-14,10,28.04,25.182033726727504,B1+B4
2017-10-14,11,22.86,22.000645953160593,B1+B4
2017-10-14,12,26.07,19.928217275922655,B1+B4
2017-10-14,13,12.67,18.556729938632827,B1+B4
2017-10-14,14,13.31,18.300976055525055,B1+B4
2017-10-14,15,26.42,21.34467787281519,B1+B4
2017-10-14,16,31.44,25.033083713479158,B1+B4
2017-10-14,17,40.02,34.44355033511776,B1+B4
2017-10-14,18,49.71,41.05329287556152,B1+B4
2017-10-14,19,52.51,42.60829752944485,B1+B4
2017-10-14,20,43.97,36.205638575799824,B1+B4
2017-10-14,21,40.03,34.27882187776446,B1+B4
2017-10-14,22,39.07,34.135939115873946,B1+B4
2017-10-14,23,31.43,31.233022284279155,B1+B4
2017-10-15,0,34.26,29.404890042475458,B1+B4
2017-10-15,1,31.56,27.779869912006568,B1+B4
2017-10-15,2,30.41,26.316224979095573,B1+B4
2017-10-15,3,29.27,26.03166229652077,B1+B4
2017-10-15,4,29.04,24.959768849691276,B1+B4
2017-10-15,5,28.91,25.02467342989899,B1+B4
2017-10-15,6,31.18,29.610398625968852,B1+B4
2017-10-15,7,35.9,31.69376007325052,B1+B4
2017-10-15,8,34.22,35.142331435249105,B1+B4
2017-10-15,9,33.24,32.53687779616415,B1+B4
2017-10-15,10,31.58,29.796092185195256,B1+B4
2017-10-15,11,30.97,26.06010290828201,B1+B4
2017-10-15,12,22.77,22.672492613255297,B1+B4
2017-10-15,13,17.07,17.96767735392871,B1+B4
2017-10-15,14,22.44,13.14440007654932,B1+B4
2017-10-15,15,26.63,19.079565526223355,B1+B4
2017-10-15,16,28.03,22.053176765908468,B1+B4
2017-10-15,17,39.38,32.09848590376446,B1+B4
2017-10-15,18,45.05,40.834903945178574,B1+B4
2017-10-15,19,45.04,41.52780778636515,B1+B4
2017-10-15,20,31.75,34.54891954607387,B1+B4
2017-10-15,21,31.73,31.230882582287215,B1+B4
2017-10-15,22,29.09,31.275897383675776,B1+B4
2017-10-15,23,18.4,25.77297329845546,B1+B4
2017-10-16,0,22.99,20.775630636700825,B1+B4
2017-10-16,1,21.26,20.559052288532065,B1+B4
2017-10-16,2,21.86,21.14101329768087,B1+B4
2017-10-16,3,21.79,21.02000998926669,B1+B4
2017-10-16,4,22.93,22.934060301290813,B1+B4
2017-10-16,5,28.9,26.75068786929186,B1+B4
2017-10-16,6,42.0,37.351369285310376,B1+B4
2017-10-16,7,55.34,47.54487625192034,B1+B4
2017-10-16,8,51.65,46.93963955747739,B1+B4
2017-10-16,9,43.12,44.934786877683734,B1+B4
2017-10-16,10,37.3,38.45263212877199,B1+B4
2017-10-16,11,33.16,35.71499909075394,B1+B4
2017-10-16,12,32.26,33.14917346797558,B1+B4
2017-10-16,13,31.68,31.50521020452917,B1+B4
2017-10-16,14,40.56,33.14303985297875,B1+B4
2017-10-16,15,42.5,37.14183166150969,B1+B4
2017-10-16,16,44.62,41.689282463088354,B1+B4
2017-10-16,17,50.9,52.54964549747707,B1+B4
2017-10-16,18,63.47,64.774718762438,B1+B4
2017-10-16,19,66.73,63.449833208309016,B1+B4
2017-10-16,20,45.95,42.83399298800204,B1+B4
2017-10-16,21,39.05,35.72191697692137,B1+B4
2017-10-16,22,34.07,33.751651685951686,B1+B4
2017-10-16,23,31.11,27.113425516516386,B1+B4
2017-10-17,0,28.95,28.485539644079992,B1+B4
2017-10-17,1,27.02,27.455927662262624,B1+B4
2017-10-17,2,26.99,26.65778001242312,B1+B4
2017-10-17,3,27.04,26.00087224501072,B1+B4
2017-10-17,4,28.06,28.27653342491014,B1+B4
2017-10-17,5,30.57,31.39449510811216,B1+B4
2017-10-17,6,34.99,38.50720592769296,B1+B4
2017-10-17,7,46.16,49.3350484633542,B1+B4
2017-10-17,8,44.97,48.11319388174682,B1+B4
2017-10-17,9,36.95,44.2460444257309,B1+B4
2017-10-17,10,33.46,38.80264251210123,B1+B4
2017-10-17,11,31.34,37.331946991220114,B1+B4
2017-10-17,12,29.24,32.50453760432958,B1+B4
2017-10-17,13,30.22,31.161357002593057,B1+B4
2017-10-17,14,29.72,32.49556755667285,B1+B4
2017-10-17,15,32.8,34.90494107366143,B1+B4
2017-10-17,16,35.47,38.73817950650261,B1+B4
2017-10-17,17,47.92,48.478793442992576,B1+B4
2017-10-17,18,63.36,59.51668224842261,B1+B4
2017-10-17,19,67.92,59.852845715493984,B1+B4
2017-10-17,20,47.38,46.57547465837643,B1+B4
2017-10-17,21,43.61,38.74712196202499,B1+B4
2017-10-17,22,39.99,38.12868853100461,B1+B4
2017-10-17,23,36.79,34.21571012959266,B1+B4
2017-10-18,0,33.22,34.56282804395456,B1+B4
2017-10-18,1,34.02,35.01572050733365,B1+B4
2017-10-18,2,34.02,37.01411098151754,B1+B4
2017-10-18,3,31.89,36.67937744612865,B1+B4
2017-10-18,4,31.81,37.889197029579364,B1+B4
2017-10-18,5,36.03,41.00752339489172,B1+B4
2017-10-18,6,49.87,53.40741632149623,B1+B4
2017-10-18,7,66.0,64.02981369926877,B1+B4
2017-10-18,8,69.94,67.8762247413629,B1+B4
2017-10-18,9,67.91,61.34209092965016,B1+B4
2017-10-18,10,64.42,54.441058293888695,B1+B4
2017-10-18,11,63.08,50.17211218314284,B1+B4
2017-10-18,12,47.93,45.257930020522515,B1+B4
2017-10-18,13,45.97,42.84229988298707,B1+B4
2017-10-18,14,46.07,42.790729936764016,B1+B4
2017-10-18,15,55.84,46.99474466492474,B1+B4
2017-10-18,16,62.65,51.65693513544102,B1+B4
2017-10-18,17,65.66,65.62196327653368,B1+B4
2017-10-18,18,73.41,80.9486535269508,B1+B4
2017-10-18,19,83.02,88.35173712593007,B1+B4
2017-10-18,20,66.84,58.137187450226904,B1+B4
2017-10-18,21,54.27,48.493993931047335,B1+B4
2017-10-18,22,40.45,44.5983119152867,B1+B4
2017-10-18,23,36.94,38.18364088258877,B1+B4
2017-10-19,0,34.28,37.77313187757574,B1+B4
2017-10-19,1,34.26,37.41221624318841,B1+B4
2017-10-19,2,33.59,34.38048043381986,B1+B4
2017-10-19,3,33.74,34.00221374843329,B1+B4
2017-10-19,4,34.0,34.238650114707845,B1+B4
2017-10-19,5,34.89,38.61184898523346,B1+B4
2017-10-19,6,53.71,48.653896649244345,B1+B4
2017-10-19,7,67.66,58.703126031062,B1+B4
2017-10-19,8,68.54,61.13596047230413,B1+B4
2017-10-19,9,67.82,57.012971748256675,B1+B4
2017-10-19,10,62.07,48.53367228222257,B1+B4
2017-10-19,11,49.97,44.134839493736806,B1+B4
2017-10-19,12,46.57,38.214357371969484,B1+B4
2017-10-19,13,41.55,37.296602640326476,B1+B4
2017-10-19,14,40.53,38.58334015218003,B1+B4
2017-10-19,15,43.63,43.142477717892525,B1+B4
2017-10-19,16,49.91,47.51168759185909,B1+B4
2017-10-19,17,58.01,53.53362513729655,B1+B4
