origin,y_true,y_pred,model
2016-01-04,27.474583333333328,24.345385,DailyLSTM
2016-01-05,33.389166666666675,30.400162,DailyLSTM
2016-01-06,33.606249999999996,36.203922,DailyLSTM
2016-01-07,33.39541666666666,31.54221,DailyLSTM
2016-01-08,26.9675,23.957504,DailyLSTM
2016-01-09,28.89708333333333,25.222702,DailyLSTM
2016-01-10,20.562916666666666,19.022614,DailyLSTM
2016-01-11,33.61625,34.2207,DailyLSTM
2016-01-12,29.446249999999996,33.857018,DailyLSTM
2016-01-13,29.160416666666666,32.30849,DailyLSTM
2016-01-14,33.59416666666667,34.333984,DailyLSTM
2016-01-15,35.40416666666666,36.200783,DailyLSTM
2016-01-16,28.3175,31.14241,DailyLSTM
2016-01-17,27.566249999999997,29.253893,DailyLSTM
2016-01-18,38.86625000000001,38.801266,DailyLSTM
2016-01-19,48.20208333333334,34.77959,DailyLSTM
2016-01-20,48.72666666666667,40.212055,DailyLSTM
2016-01-21,52.17958333333333,47.11198,DailyLSTM
2016-01-22,33.2925,34.27684,DailyLSTM
2016-01-23,28.279583333333335,26.59708,DailyLSTM
2016-01-24,26.34500000000001,25.202633,DailyLSTM
2016-01-25,28.34041666666667,35.02543,DailyLSTM
2016-01-26,25.510416666666657,23.656164,DailyLSTM
2016-01-27,19.202499999999997,14.489107,DailyLSTM
2016-01-28,25.80208333333333,26.146431,DailyLSTM
2016-01-29,22.647500000000004,16.986183,DailyLSTM
2016-01-30,12.052083333333334,13.820309,DailyLSTM
2016-01-31,12.051249999999998,11.221762,DailyLSTM
2016-02-01,21.254166666666666,24.617542,DailyLSTM
2016-02-02,16.56958333333333,15.783867,DailyLSTM
2016-02-03,22.866666666666664,20.14412,DailyLSTM
2016-02-04,26.36333333333334,27.226072,DailyLSTM
2016-02-05,27.860416666666666,26.776337,DailyLSTM
2016-02-06,16.296249999999997,18.597809,DailyLSTM
2016-02-07,9.772916666666667,9.338465,DailyLSTM
2016-02-08,13.64125,17.267752,DailyLSTM
2016-02-09,16.152083333333334,23.526993,DailyLSTM
2016-02-10,24.32916666666667,27.80848,DailyLSTM
2016-02-11,25.71541666666667,25.899136,DailyLSTM
2016-02-12,28.591666666666672,35.665436,DailyLSTM
2016-02-13,22.936666666666667,21.498352,DailyLSTM
2016-02-14,15.366249999999999,13.780327,DailyLSTM
2016-02-15,24.527083333333334,32.20242,DailyLSTM
2016-02-16,32.368750000000006,31.569,DailyLSTM
2016-02-17,26.089166666666667,29.962616,DailyLSTM
2016-02-18,27.86375,33.17505,DailyLSTM
2016-02-19,27.362499999999997,31.40526,DailyLSTM
2016-02-20,14.190000000000003,11.547121,DailyLSTM
2016-02-21,8.923749999999998,8.152857,DailyLSTM
2016-02-22,19.18958333333333,24.377777,DailyLSTM
2016-02-23,24.519166666666663,25.548004,DailyLSTM
2016-02-24,23.95125,26.244509,DailyLSTM
2016-02-25,27.88,26.308302,DailyLSTM
2016-02-26,27.833750000000006,30.192423,DailyLSTM
2016-02-27,23.000833333333343,25.516405,DailyLSTM
2016-02-28,18.33666666666667,24.659988,DailyLSTM
2016-02-29,23.944999999999997,28.929573,DailyLSTM
2016-03-01,24.997083333333332,28.71989,DailyLSTM
2016-03-02,24.049166666666668,24.716133,DailyLSTM
2016-03-03,28.190416666666664,29.595112,DailyLSTM
2016-03-04,24.883749999999996,27.12862,DailyLSTM
2016-03-05,23.12625,23.3964,DailyLSTM
2016-03-06,21.333750000000006,19.501884,DailyLSTM
2016-03-07,29.422916666666666,28.1311,DailyLSTM
2016-03-08,28.36375000000001,28.625555,DailyLSTM
2016-03-09,25.749166666666664,24.511723,DailyLSTM
2016-03-10,26.155,28.901371,DailyLSTM
2016-03-11,27.92250000000001,27.580612,DailyLSTM
2016-03-12,27.81458333333333,25.022217,DailyLSTM
2016-03-13,22.926666666666662,21.440968,DailyLSTM
2016-03-14,27.454583333333332,30.635363,DailyLSTM
2016-03-15,27.145416666666666,28.092272,DailyLSTM
2016-03-16,25.40958333333334,27.005253,DailyLSTM
2016-03-17,27.63083333333333,28.686052,DailyLSTM
2016-03-18,25.24083333333333,28.536905,DailyLSTM
2016-03-19,24.549166666666668,26.585613,DailyLSTM
2016-03-20,17.882916666666667,16.014317,DailyLSTM
2016-03-21,25.300833333333333,24.855362,DailyLSTM
2016-03-22,28.4225,26.568092,DailyLSTM
2016-03-23,26.442083333333333,27.874374,DailyLSTM
2016-03-24,27.783749999999998,27.730183,DailyLSTM
2016-03-25,25.452916666666667,21.139133,DailyLSTM
2016-03-26,20.090833333333332,25.161495,DailyLSTM
2016-03-27,10.168333333333333,13.3836,DailyLSTM
2016-03-28,1.5220833333333328,9.4399605,DailyLSTM
2016-03-29,22.066666666666666,17.123875,DailyLSTM
2016-03-30,27.193749999999998,25.062164,DailyLSTM
2016-03-31,27.94208333333334,31.291218,DailyLSTM
2016-04-01,27.59625,30.95429,DailyLSTM
2016-04-02,21.498333333333335,20.994001,DailyLSTM
2016-04-03,17.689583333333328,17.401245,DailyLSTM
2016-04-04,27.139166666666668,27.698044,DailyLSTM
2016-04-05,26.872500000000002,30.155977,DailyLSTM
2016-04-06,22.62,24.856358,DailyLSTM
2016-04-07,22.820833333333336,23.166885,DailyLSTM
2016-04-08,28.347083333333334,30.022541,DailyLSTM
2016-04-09,24.13666666666667,25.991833,DailyLSTM
2016-04-10,19.307083333333335,19.54593,DailyLSTM
2016-04-11,23.594166666666663,25.795078,DailyLSTM
2016-04-12,28.355000000000004,29.830334,DailyLSTM
2016-04-13,28.53791666666666,28.908602,DailyLSTM
2016-04-14,26.73875,27.620377,DailyLSTM
2016-04-15,25.2375,27.825653,DailyLSTM
2016-04-16,18.894583333333333,18.778027,DailyLSTM
2016-04-17,18.5125,17.759035,DailyLSTM
2016-04-18,23.93166666666666,25.808613,DailyLSTM
2016-04-19,20.54041666666667,22.452358,DailyLSTM
2016-04-20,23.90958333333333,27.431313,DailyLSTM
2016-04-21,26.586666666666673,27.113382,DailyLSTM
2016-04-22,25.745833333333337,26.630922,DailyLSTM
2016-04-23,22.59875,22.41351,DailyLSTM
2016-04-24,15.549166666666666,19.449553,DailyLSTM
2016-04-25,26.487083333333334,24.461924,DailyLSTM
2016-04-26,26.99458333333334,25.500277,DailyLSTM
2016-04-27,26.09125,24.916777,DailyLSTM
2016-04-28,29.89583333333333,28.623728,DailyLSTM
2016-04-29,25.654166666666665,25.328644,DailyLSTM
2016-04-30,24.521666666666665,22.833832,DailyLSTM
2016-05-01,18.631666666666668,17.189352,DailyLSTM
2016-05-02,27.828333333333333,30.13669,DailyLSTM
2016-05-03,28.27416666666667,28.868832,DailyLSTM
2016-05-04,27.359999999999996,29.41316,DailyLSTM
2016-05-05,19.45,23.382324,DailyLSTM
2016-05-06,22.535416666666666,20.533562,DailyLSTM
2016-05-07,14.770000000000001,15.962133,DailyLSTM
2016-05-08,-12.89,5.452196,DailyLSTM
2016-05-09,21.563333333333333,21.709015,DailyLSTM
2016-05-10,27.034583333333334,26.016474,DailyLSTM
2016-05-11,25.07333333333334,24.375435,DailyLSTM
2016-05-12,25.304583333333337,20.59579,DailyLSTM
2016-05-13,27.3625,28.050034,DailyLSTM
2016-05-14,12.85,13.921999,DailyLSTM
2016-05-15,7.400416666666665,0.37687492,DailyLSTM
2016-05-16,20.787499999999998,17.818144,DailyLSTM
2016-05-17,30.302916666666665,31.072758,DailyLSTM
2016-05-18,30.627916666666675,32.774082,DailyLSTM
2016-05-19,33.355833333333344,31.307018,DailyLSTM
2016-05-20,27.66125,30.89225,DailyLSTM
2016-05-21,21.81833333333333,22.729197,DailyLSTM
2016-05-22,5.651666666666667,10.235029,DailyLSTM
2016-05-23,29.231666666666673,27.820904,DailyLSTM
2016-05-24,29.41,35.32587,DailyLSTM
2016-05-25,30.522916666666656,29.944681,DailyLSTM
2016-05-26,27.54750000000001,24.756554,DailyLSTM
2016-05-27,28.670833333333334,32.729755,DailyLSTM
2016-05-28,23.715416666666666,24.25955,DailyLSTM
2016-05-29,13.474166666666667,13.533365,DailyLSTM
2016-05-30,24.813333333333333,25.974903,DailyLSTM
2016-05-31,28.67375,30.828695,DailyLSTM
2016-06-01,30.472916666666663,30.347374,DailyLSTM
2016-06-02,28.775416666666672,34.610943,DailyLSTM
2016-06-03,29.080416666666668,30.518848,DailyLSTM
2016-06-04,25.149166666666662,28.675867,DailyLSTM
2016-06-05,20.31791666666667,23.681816,DailyLSTM
2016-06-06,30.516249999999996,30.582998,DailyLSTM
