origin,y_true,y_pred,model
2016-01-04,27.474583333333328,24.82330266069124,DailyLightGBM
2016-01-05,33.389166666666675,33.15426432970523,DailyLightGBM
2016-01-06,33.606249999999996,37.10746095466798,DailyLightGBM
2016-01-07,33.39541666666666,30.511237235265817,DailyLightGBM
2016-01-08,26.9675,26.351273489281724,DailyLightGBM
2016-01-09,28.89708333333333,28.567692705328326,DailyLightGBM
2016-01-10,20.562916666666666,21.084370389823523,DailyLightGBM
2016-01-11,33.61625,35.82778766264377,DailyLightGBM
2016-01-12,29.446249999999996,34.55828831888595,DailyLightGBM
2016-01-13,29.160416666666666,32.140647673729546,DailyLightGBM
2016-01-14,33.59416666666667,34.06186556891862,DailyLightGBM
2016-01-15,35.40416666666666,36.92462815070239,DailyLightGBM
2016-01-16,28.3175,30.72265097126966,DailyLightGBM
2016-01-17,27.566249999999997,29.229660968124275,DailyLightGBM
2016-01-18,38.86625000000001,37.83239674828664,DailyLightGBM
2016-01-19,48.20208333333334,38.28239576793296,DailyLightGBM
2016-01-20,48.72666666666667,43.304287339418075,DailyLightGBM
2016-01-21,52.17958333333333,45.855827668950774,DailyLightGBM
2016-01-22,33.2925,36.317123978161824,DailyLightGBM
2016-01-23,28.279583333333335,27.368142144689077,DailyLightGBM
2016-01-24,26.34500000000001,25.878174624319417,DailyLightGBM
2016-01-25,28.34041666666667,35.407144105297746,DailyLightGBM
2016-01-26,25.510416666666657,28.539930359629192,DailyLightGBM
2016-01-27,19.202499999999997,23.105098651787497,DailyLightGBM
2016-01-28,25.80208333333333,26.32154385365826,DailyLightGBM
2016-01-29,22.647500000000004,23.525880868248954,DailyLightGBM
2016-01-30,12.052083333333334,18.33714452702169,DailyLightGBM
2016-01-31,12.051249999999998,12.154685216689629,DailyLightGBM
2016-02-01,21.254166666666666,21.693206986948553,DailyLightGBM
2016-02-02,16.56958333333333,20.618348600259633,DailyLightGBM
2016-02-03,22.866666666666664,20.75860219289716,DailyLightGBM
2016-02-04,26.36333333333334,30.753614815808106,DailyLightGBM
2016-02-05,27.860416666666666,33.4381008761309,DailyLightGBM
2016-02-06,16.296249999999997,20.066955486517212,DailyLightGBM
2016-02-07,9.772916666666667,10.599384340937975,DailyLightGBM
2016-02-08,13.64125,20.698052111273856,DailyLightGBM
2016-02-09,16.152083333333334,20.70014909022353,DailyLightGBM
2016-02-10,24.32916666666667,28.599895222748103,DailyLightGBM
2016-02-11,25.71541666666667,25.76883154392391,DailyLightGBM
2016-02-12,28.591666666666672,37.643980733648576,DailyLightGBM
2016-02-13,22.936666666666667,23.74957915569658,DailyLightGBM
2016-02-14,15.366249999999999,15.23536523823831,DailyLightGBM
2016-02-15,24.527083333333334,31.17078240713271,DailyLightGBM
2016-02-16,32.368750000000006,35.27326504817855,DailyLightGBM
2016-02-17,26.089166666666667,33.498587597795655,DailyLightGBM
2016-02-18,27.86375,33.80737879772799,DailyLightGBM
2016-02-19,27.362499999999997,33.201247457769796,DailyLightGBM
2016-02-20,14.190000000000003,15.672773872226397,DailyLightGBM
2016-02-21,8.923749999999998,8.673099569945427,DailyLightGBM
2016-02-22,19.18958333333333,21.487513717562607,DailyLightGBM
2016-02-23,24.519166666666663,29.030846755939898,DailyLightGBM
2016-02-24,23.95125,25.51116819562833,DailyLightGBM
2016-02-25,27.88,30.33360507170436,DailyLightGBM
2016-02-26,27.833750000000006,31.898489691500128,DailyLightGBM
2016-02-27,23.000833333333343,24.51256373443724,DailyLightGBM
2016-02-28,18.33666666666667,19.001858936987745,DailyLightGBM
2016-02-29,23.944999999999997,27.25471711004851,DailyLightGBM
2016-03-01,24.997083333333332,28.433215746076037,DailyLightGBM
2016-03-02,24.049166666666668,27.290407311098708,DailyLightGBM
2016-03-03,28.190416666666664,32.15497473933049,DailyLightGBM
2016-03-04,24.883749999999996,29.09083236311826,DailyLightGBM
2016-03-05,23.12625,24.48869720204691,DailyLightGBM
2016-03-06,21.333750000000006,19.210597096551822,DailyLightGBM
2016-03-07,29.422916666666666,31.485723014548775,DailyLightGBM
2016-03-08,28.36375000000001,32.592365349136415,DailyLightGBM
2016-03-09,25.749166666666664,25.810021302272034,DailyLightGBM
2016-03-10,26.155,30.442115515788668,DailyLightGBM
2016-03-11,27.92250000000001,29.24679060908206,DailyLightGBM
2016-03-12,27.81458333333333,25.848575078052903,DailyLightGBM
2016-03-13,22.926666666666662,23.40137602201924,DailyLightGBM
2016-03-14,27.454583333333332,32.66553234805517,DailyLightGBM
2016-03-15,27.145416666666666,31.228710409560303,DailyLightGBM
2016-03-16,25.40958333333334,24.478166197163944,DailyLightGBM
2016-03-17,27.63083333333333,27.733820151032184,DailyLightGBM
2016-03-18,25.24083333333333,29.262524202295925,DailyLightGBM
2016-03-19,24.549166666666668,25.450162996668983,DailyLightGBM
2016-03-20,17.882916666666667,14.617263838214832,DailyLightGBM
